Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Illinois,17,"Poisoning by and exposure to alcohol, undetermined intent",Y15,11,63831658,Unreliable
,Illinois,17,"Poisoning by and exposure to other gases and vapours, undetermined intent",Y17,10,63831658,Unreliable
,Illinois,17,"Hanging, strangulation and suffocation, undetermined intent",Y20,18,63831658,Unreliable
,Illinois,17,"Drowning and submersion, undetermined intent",Y21,161,63831658,0.3
,Illinois,17,"Other and unspecified firearm discharge, undetermined intent",Y24,29,63831658,0
,Illinois,17,"Exposure to smoke, fire and flames, undetermined intent",Y26,21,63831658,0
,Illinois,17,"Falling, jumping or pushed from a high place, undetermined intent",Y30,25,63831658,0
,Illinois,17,"Other specified events, undetermined intent",Y33,33,63831658,0.1
,Illinois,17,"Unspecified event, undetermined intent",Y34,79,63831658,0.1
,Illinois,17,Legal intervention involving firearm discharge,Y35.0,77,63831658,0.1
,Illinois,17,Anticoagulants,Y44.2,14,63831658,Unreliable
,Illinois,17,"Drug or medicament, unspecified",Y57.9,33,63831658,0.1
,Illinois,17,Surgical operation with transplant of whole organ,Y83.0,39,63831658,0.1
,Illinois,17,Surgical operation with implant of artificial internal device,Y83.1,56,63831658,0.1
,Illinois,17,"Surgical operation with anastomosis, bypass or graft",Y83.2,28,63831658,0
,Illinois,17,Surgical operation with formation of external stoma,Y83.3,25,63831658,0
,Illinois,17,Other reconstructive surgery,Y83.4,22,63831658,0
,Illinois,17,Amputation of limb(s),Y83.5,33,63831658,0.1
,Illinois,17,Removal of other organ (partial) (total),Y83.6,11,63831658,Unreliable
,Illinois,17,Other surgical procedures,Y83.8,18,63831658,Unreliable
,Illinois,17,"Surgical procedure, unspecified",Y83.9,92,63831658,0.1
,Illinois,17,Kidney dialysis,Y84.1,12,63831658,Unreliable
,Illinois,17,Urinary catheterization,Y84.6,20,63831658,0
,Illinois,17,Other medical procedures,Y84.8,75,63831658,0.1
,Illinois,17,Sequelae of motor-vehicle accident,Y85.0,98,63831658,0.2
,Illinois,17,Sequelae of other accidents,Y86,125,63831658,0.2
,Illinois,17,Sequelae of intentional self-harm,Y87.0,12,63831658,Unreliable
,Illinois,17,Sequelae of assault,Y87.1,86,63831658,0.1
,Illinois,17,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y88.3,16,63831658,Unreliable
,Indiana,18,Enterocolitis due to Clostridium difficile,A04.7,766,20254465,3.8
,Indiana,18,Other and unspecified gastroenteritis and colitis of infectious origin,A09.0,23,20254465,0.1
,Indiana,18,Gastroenteritis and colitis of unspecified origin,A09.9,120,20254465,0.6
,Indiana,18,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16.2,15,20254465,Unreliable
,Indiana,18,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16.9,11,20254465,Unreliable
,Indiana,18,Pulmonary mycobacterial infection,A31.0,25,20254465,0.1
,Indiana,18,"Streptococcal septicaemia, unspecified",A40.9,18,20254465,Unreliable
,Indiana,18,Septicaemia due to Staphylococcus aureus,A41.0,49,20254465,0.2
,Indiana,18,Septicaemia due to unspecified staphylococcus,A41.2,16,20254465,Unreliable
,Indiana,18,Septicaemia due to anaerobes,A41.4,11,20254465,Unreliable
,Indiana,18,Septicaemia due to other Gram-negative organisms,A41.5,84,20254465,0.4
,Indiana,18,"Septicaemia, unspecified",A41.9,3954,20254465,19.5
,Indiana,18,Legionnaires disease,A48.1,13,20254465,Unreliable
,Indiana,18,"Staphylococcal infection, unspecified",A49.0,30,20254465,0.1
,Indiana,18,"Streptococcal infection, unspecified",A49.1,17,20254465,Unreliable
,Indiana,18,Other bacterial infections of unspecified site,A49.8,10,20254465,Unreliable
,Indiana,18,"Bacterial infection, unspecified",A49.9,47,20254465,0.2
,Indiana,18,Creutzfeldt-Jakob disease - CJD,A81.0,22,20254465,0.1
,Indiana,18,Herpesviral encephalitis,B00.4,17,20254465,Unreliable
,Indiana,18,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,23,20254465,0.1
,Indiana,18,Chronic viral hepatitis B without delta-agent,B18.1,12,20254465,Unreliable
,Indiana,18,Chronic viral hepatitis C,B18.2,392,20254465,1.9
,Indiana,18,HIV disease resulting in other bacterial infections,B20.1,30,20254465,0.1
,Indiana,18,HIV disease resulting in other viral infections,B20.3,17,20254465,Unreliable
,Indiana,18,HIV disease resulting in Pneumocystis carinii pneumonia,B20.6,10,20254465,Unreliable
,Indiana,18,HIV disease resulting in multiple infections,B20.7,48,20254465,0.2
,Indiana,18,HIV disease resulting in other infectious and parasitic diseases,B20.8,33,20254465,0.2
,Indiana,18,HIV disease with other types of non-Hodgkin lymphoma,B21.2,17,20254465,Unreliable
,Indiana,18,HIV disease resulting in other malignant neoplasms,B21.8,17,20254465,Unreliable
,Indiana,18,HIV disease resulting in multiple diseases classified elsewhere,B22.7,42,20254465,0.2
,Indiana,18,HIV disease resulting in other specified conditions,B23.8,101,20254465,0.5
,Indiana,18,Unspecified human immunodeficiency virus [HIV] disease,B24,122,20254465,0.6
,Indiana,18,"Viral infection, unspecified",B34.9,15,20254465,Unreliable
,Indiana,18,Other pulmonary aspergillosis,B44.1,10,20254465,Unreliable
,Indiana,18,Unspecified mycosis,B49,24,20254465,0.1
,Indiana,18,Pneumocystosis,B59,18,20254465,Unreliable
,Indiana,18,Sequelae of poliomyelitis,B91,13,20254465,Unreliable
,Indiana,18,Sequelae of other specified infectious and parasitic diseases,B94.8,71,20254465,0.4
,Indiana,18,Other and unspecified infectious diseases,B99,23,20254465,0.1
,Indiana,18,Malignant neoplasm of base of tongue,C01,12,20254465,Unreliable
,Indiana,18,"Tongue, unspecified - Malignant neoplasms",C02.9,175,20254465,0.9
,Indiana,18,"Floor of mouth, unspecified - Malignant neoplasms",C04.9,10,20254465,Unreliable
,Indiana,18,"Mouth, unspecified - Malignant neoplasms",C06.9,47,20254465,0.2
,Indiana,18,Malignant neoplasm of parotid gland,C07,43,20254465,0.2
,Indiana,18,"Major salivary gland, unspecified - Malignant neoplasms",C08.9,16,20254465,Unreliable
,Indiana,18,"Tonsil, unspecified - Malignant neoplasms",C09.9,100,20254465,0.5
,Indiana,18,"Oropharynx, unspecified - Malignant neoplasms",C10.9,78,20254465,0.4
,Indiana,18,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,32,20254465,0.2
,Indiana,18,"Hypopharynx, unspecified - Malignant neoplasms",C13.9,15,20254465,Unreliable
,Indiana,18,"Pharynx, unspecified - Malignant neoplasms",C14.0,102,20254465,0.5
,Indiana,18,Lower third of oesophagus - Malignant neoplasms,C15.5,26,20254465,0.1
,Indiana,18,"Oesophagus, unspecified - Malignant neoplasms",C15.9,1392,20254465,6.9
,Indiana,18,Cardia - Malignant neoplasms,C16.0,97,20254465,0.5
,Indiana,18,"Stomach, unspecified - Malignant neoplasms",C16.9,723,20254465,3.6
,Indiana,18,Duodenum - Malignant neoplasms,C17.0,64,20254465,0.3
,Indiana,18,"Small intestine, unspecified - Malignant neoplasms",C17.9,37,20254465,0.2
,Indiana,18,Caecum - Malignant neoplasms,C18.0,37,20254465,0.2
,Indiana,18,Appendix - Malignant neoplasms,C18.1,62,20254465,0.3
,Indiana,18,Ascending colon - Malignant neoplasms,C18.2,23,20254465,0.1
,Indiana,18,Descending colon - Malignant neoplasms,C18.6,10,20254465,Unreliable
,Indiana,18,Sigmoid colon - Malignant neoplasms,C18.7,54,20254465,0.3
,Indiana,18,"Colon, unspecified - Malignant neoplasms",C18.9,3359,20254465,16.6
,Indiana,18,Malignant neoplasm of rectosigmoid junction,C19,315,20254465,1.6
,Indiana,18,Malignant neoplasm of rectum,C20,571,20254465,2.8
,Indiana,18,"Anus, unspecified - Malignant neoplasms",C21.0,76,20254465,0.4
,Indiana,18,Liver cell carcinoma - Malignant neoplasms,C22.0,813,20254465,4
,Indiana,18,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,450,20254465,2.2
,Indiana,18,"Liver, unspecified - Malignant neoplasms",C22.9,630,20254465,3.1
,Indiana,18,Malignant neoplasm of gallbladder,C23,168,20254465,0.8
,Indiana,18,Extrahepatic bile duct - Malignant neoplasms,C24.0,76,20254465,0.4
,Indiana,18,Ampulla of Vater - Malignant neoplasms,C24.1,16,20254465,Unreliable
,Indiana,18,"Biliary tract, unspecified - Malignant neoplasms",C24.9,80,20254465,0.4
,Indiana,18,Head of pancreas - Malignant neoplasms,C25.0,19,20254465,Unreliable
,Indiana,18,Pancreatic duct - Malignant neoplasms,C25.3,14,20254465,Unreliable
,Indiana,18,"Pancreas, unspecified - Malignant neoplasms",C25.9,3299,20254465,16.3
,Indiana,18,"Intestinal tract, part unspecified - Malignant neoplasms",C26.0,31,20254465,0.2
,Indiana,18,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,122,20254465,0.6
,Indiana,18,"Accessory sinus, unspecified - Malignant neoplasms",C31.9,21,20254465,0.1
,Indiana,18,Supraglottis - Malignant neoplasms,C32.1,25,20254465,0.1
,Indiana,18,"Larynx, unspecified - Malignant neoplasms",C32.9,308,20254465,1.5
,Indiana,18,Main bronchus - Malignant neoplasms,C34.0,11,20254465,Unreliable
,Indiana,18,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,152,20254465,0.8
,Indiana,18,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,52,20254465,0.3
,Indiana,18,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,15334,20254465,75.7
,Indiana,18,Malignant neoplasm of thymus,C37,16,20254465,Unreliable
,Indiana,18,"Mediastinum, part unspecified - Malignant neoplasms",C38.3,10,20254465,Unreliable
,Indiana,18,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,81,20254465,0.4
,Indiana,18,Malignant melanoma of trunk - Malignant neoplasms,C43.5,15,20254465,Unreliable
,Indiana,18,"Malignant melanoma of lower limb, including hip - Malignant neoplasms",C43.7,15,20254465,Unreliable
,Indiana,18,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,676,20254465,3.3
,Indiana,18,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,26,20254465,0.1
,Indiana,18,Skin of scalp and neck - Malignant neoplasms,C44.4,130,20254465,0.6
,Indiana,18,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,140,20254465,0.7
,Indiana,18,Mesothelioma of pleura - Malignant neoplasms,C45.0,33,20254465,0.2
,Indiana,18,Mesothelioma of peritoneum - Malignant neoplasms,C45.1,10,20254465,Unreliable
,Indiana,18,Mesothelioma of other sites - Malignant neoplasms,C45.7,38,20254465,0.2
,Indiana,18,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,160,20254465,0.8
,Indiana,18,Retroperitoneum - Malignant neoplasms,C48.0,30,20254465,0.1
,Indiana,18,Specified parts of peritoneum - Malignant neoplasms,C48.1,10,20254465,Unreliable
,Indiana,18,"Peritoneum, unspecified - Malignant neoplasms",C48.2,60,20254465,0.3
,Indiana,18,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,29,20254465,0.1
,Indiana,18,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,39,20254465,0.2
,Indiana,18,Connective and soft tissue of pelvis - Malignant neoplasms,C49.5,15,20254465,Unreliable
,Indiana,18,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,242,20254465,1.2
,Indiana,18,"Breast, unspecified - Malignant neoplasms",C50.9,3524,20254465,17.4
,Indiana,18,"Vulva, unspecified - Malignant neoplasms",C51.9,98,20254465,0.5
,Indiana,18,Malignant neoplasm of vagina,C52,42,20254465,0.2
,Indiana,18,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,371,20254465,1.8
,Indiana,18,Endometrium - Malignant neoplasms,C54.1,416,20254465,2.1
,Indiana,18,"Malignant neoplasm of uterus, part unspecified",C55,409,20254465,2
,Indiana,18,Malignant neoplasm of ovary,C56,1199,20254465,5.9
,Indiana,18,Fallopian tube - Malignant neoplasms,C57.0,28,20254465,0.1
,Indiana,18,"Female genital organ, unspecified - Malignant neoplasms",C57.9,27,20254465,0.1
,Indiana,18,"Penis, unspecified - Malignant neoplasms",C60.9,20,20254465,0.1
,Indiana,18,Malignant neoplasm of prostate,C61,2234,20254465,11
,Indiana,18,"Testis, unspecified - Malignant neoplasms",C62.9,29,20254465,0.1
,Indiana,18,"Malignant neoplasm of kidney, except renal pelvis",C64,1243,20254465,6.1
,Indiana,18,Malignant neoplasm of renal pelvis,C65,15,20254465,Unreliable
,Indiana,18,Malignant neoplasm of ureter,C66,39,20254465,0.2
,Indiana,18,"Bladder, unspecified - Malignant neoplasms",C67.9,1288,20254465,6.4
,Indiana,18,Urethra - Malignant neoplasms,C68.0,13,20254465,Unreliable
,Indiana,18,"Urinary organ, unspecified - Malignant neoplasms",C68.9,24,20254465,0.1
,Indiana,18,"Eye, unspecified - Malignant neoplasms",C69.9,18,20254465,Unreliable
,Indiana,18,"Cerebrum, except lobes and ventricles - Malignant neoplasms",C71.0,26,20254465,0.1
,Indiana,18,Frontal lobe - Malignant neoplasms,C71.1,28,20254465,0.1
,Indiana,18,Temporal lobe - Malignant neoplasms,C71.2,21,20254465,0.1
,Indiana,18,Parietal lobe - Malignant neoplasms,C71.3,13,20254465,Unreliable
,Indiana,18,Brain stem - Malignant neoplasms,C71.7,13,20254465,Unreliable
,Indiana,18,"Brain, unspecified - Malignant neoplasms",C71.9,1109,20254465,5.5
,Indiana,18,Malignant neoplasm of thyroid gland,C73,138,20254465,0.7
,Indiana,18,Cortex of adrenal gland - Malignant neoplasms,C74.0,11,20254465,Unreliable
,Indiana,18,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,29,20254465,0.1
,Indiana,18,"Head, face and neck - Malignant neoplasms",C76.0,48,20254465,0.2
,Indiana,18,Abdomen - Malignant neoplasms,C76.2,49,20254465,0.2
,Indiana,18,Pelvis - Malignant neoplasms,C76.3,20,20254465,0.1
,Indiana,18,Other ill-defined sites - Malignant neoplasms,C76.7,13,20254465,Unreliable
,Indiana,18,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,32,20254465,0.2
,Indiana,18,Secondary malignant neoplasm of pleura - Malignant neoplasms,C78.2,14,20254465,Unreliable
,Indiana,18,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,48,20254465,0.2
,Indiana,18,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,196,20254465,1
,Indiana,18,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,62,20254465,0.3
,Indiana,18,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,35,20254465,0.2
,Indiana,18,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,300,20254465,1.5
,Indiana,18,Malignant neoplasm without specification of site,C80,1903,20254465,9.4
,Indiana,18,"Hodgkin disease, unspecified",C81.9,77,20254465,0.4
,Indiana,18,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,51,20254465,0.3
,Indiana,18,Non-Hodgkin lymphoma small cell (diffuse),C83.0,19,20254465,Unreliable
,Indiana,18,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,88,20254465,0.4
,Indiana,18,Non-Hodgkin lymphoma large cell (diffuse),C83.3,241,20254465,1.2
,Indiana,18,Burkitt tumor,C83.7,23,20254465,0.1
,Indiana,18,Peripheral T-cell lymphoma - Malignant neoplasms,C84.4,15,20254465,Unreliable
,Indiana,18,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,77,20254465,0.4
,Indiana,18,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,167,20254465,0.8
,Indiana,18,"Non-Hodgkin lymphoma, unspecified type",C85.9,956,20254465,4.7
,Indiana,18,Waldenstr÷m macroglobulinemia,C88.0,21,20254465,0.1
,Indiana,18,Multiple myeloma - Malignant neoplasms,C90.0,1039,20254465,5.1
,Indiana,18,Plasma cell leukaemia - Malignant neoplasms,C90.1,14,20254465,Unreliable
,Indiana,18,"Plasmacytoma, extramedullary - Malignant neoplasms",C90.2,11,20254465,Unreliable
,Indiana,18,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,91,20254465,0.4
,Indiana,18,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,363,20254465,1.8
,Indiana,18,Hairy-cell leukaemia - Malignant neoplasms,C91.4,11,20254465,Unreliable
,Indiana,18,Adult T-cell leukaemia - Malignant neoplasms,C91.5,11,20254465,Unreliable
,Indiana,18,"Lymphoid leukaemia, unspecified - Malignant neoplasms",C91.9,21,20254465,0.1
,Indiana,18,Acute myeloid leukaemia - Malignant neoplasms,C92.0,860,20254465,4.2
,Indiana,18,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,87,20254465,0.4
,Indiana,18,Acute promyelocytic leukaemia - Malignant neoplasms,C92.4,16,20254465,Unreliable
,Indiana,18,Acute myelomonocytic leukaemia - Malignant neoplasms,C92.5,11,20254465,Unreliable
,Indiana,18,Other myeloid leukaemia - Malignant neoplasms,C92.7,41,20254465,0.2
,Indiana,18,"Myeloid leukaemia, unspecified - Malignant neoplasms",C92.9,24,20254465,0.1
,Indiana,18,Acute monocytic leukaemia - Malignant neoplasms,C93.0,10,20254465,Unreliable
,Indiana,18,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,146,20254465,0.7
,Indiana,18,Chronic leukaemia of unspecified cell type - Malignant neoplasms,C95.1,12,20254465,Unreliable
,Indiana,18,"Leukaemia, unspecified - Malignant neoplasms",C95.9,233,20254465,1.2
,Indiana,18,Malignant neoplasms of independent (primary) multiple sites,C97,534,20254465,2.6
,Indiana,18,Cerebral meninges - Benign neoplasms,D32.0,19,20254465,Unreliable
,Indiana,18,"Meninges, unspecified - Benign neoplasms",D32.9,32,20254465,0.2
,Indiana,18,Other digestive organs - Uncertain neoplasms,D37.7,21,20254465,0.1
,Indiana,18,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,30,20254465,0.1
,Indiana,18,"Brain, supratentorial - Uncertain neoplasms",D43.0,10,20254465,Unreliable
,Indiana,18,"Brain, unspecified - Uncertain neoplasms",D43.2,132,20254465,0.7
,Indiana,18,Polycythaemia vera,D45,21,20254465,0.1
,Indiana,18,"Refractory anaemia, unspecified - Uncertain neoplasms",D46.4,10,20254465,Unreliable
,Indiana,18,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,498,20254465,2.5
,Indiana,18,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,98,20254465,0.5
,Indiana,18,Connective and other soft tissue - Uncertain neoplasms,D48.1,36,20254465,0.2
,Indiana,18,Other specified sites - Uncertain neoplasms,D48.7,14,20254465,Unreliable
,Indiana,18,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,20,20254465,0.1
,Indiana,18,Iron deficiency anaemia secondary to blood loss (chronic),D50.0,21,20254465,0.1
,Indiana,18,Sickle-cell anaemia with crisis,D57.0,14,20254465,Unreliable
,Indiana,18,Sickle-cell anaemia without crisis,D57.1,30,20254465,0.1
,Indiana,18,"Hereditary haemolytic anaemia, unspecified",D58.9,11,20254465,Unreliable
,Indiana,18,"Aplastic anaemia, unspecified",D61.9,90,20254465,0.4
,Indiana,18,Acute posthaemorrhagic anaemia,D62,34,20254465,0.2
,Indiana,18,"Anaemia, unspecified",D64.9,277,20254465,1.4
,Indiana,18,Disseminated intravascular coagulation [defibrination syndrome],D65,66,20254465,0.3
,Indiana,18,"Coagulation defect, unspecified",D68.9,104,20254465,0.5
,Indiana,18,Idiopathic thrombocytopenic purpura,D69.3,16,20254465,Unreliable
,Indiana,18,"Thrombocytopenia, unspecified",D69.6,50,20254465,0.2
,Indiana,18,Agranulocytosis,D70,36,20254465,0.2
,Indiana,18,Other specified disorders of white blood cells,D72.8,34,20254465,0.2
,Indiana,18,"Immunodeficiency, unspecified",D84.9,19,20254465,Unreliable
,Indiana,18,Sarcoidosis of lung,D86.0,18,20254465,Unreliable
,Indiana,18,"Sarcoidosis, unspecified",D86.9,55,20254465,0.3
,Indiana,18,"Disorder involving the immune mechanism, unspecified",D89.9,13,20254465,Unreliable
,Indiana,18,"Hypothyroidism, unspecified",E03.9,195,20254465,1
,Indiana,18,"Thyrotoxicosis, unspecified",E05.9,17,20254465,Unreliable
,Indiana,18,"Disorder of thyroid, unspecified",E07.9,10,20254465,Unreliable
,Indiana,18,"Insulin-dependent diabetes mellitus, with ketoacidosis",E10.1,18,20254465,Unreliable
,Indiana,18,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,65,20254465,0.3
,Indiana,18,"Insulin-dependent diabetes mellitus, with peripheral circulatory complications",E10.5,21,20254465,0.1
,Indiana,18,"Insulin-dependent diabetes mellitus, with multiple complications",E10.7,18,20254465,Unreliable
,Indiana,18,"Insulin-dependent diabetes mellitus, without complications",E10.9,251,20254465,1.2
,Indiana,18,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,477,20254465,2.4
,Indiana,18,"Non-insulin-dependent diabetes mellitus, with neurological complications",E11.4,23,20254465,0.1
,Indiana,18,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,96,20254465,0.5
,Indiana,18,"Non-insulin-dependent diabetes mellitus, with multiple complications",E11.7,85,20254465,0.4
,Indiana,18,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,1183,20254465,5.8
,Indiana,18,"Unspecified diabetes mellitus, with coma",E14.0,24,20254465,0.1
,Indiana,18,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,154,20254465,0.8
,Indiana,18,"Unspecified diabetes mellitus, with renal complications",E14.2,932,20254465,4.6
,Indiana,18,"Unspecified diabetes mellitus, with neurological complications",E14.4,30,20254465,0.1
,Indiana,18,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,186,20254465,0.9
,Indiana,18,"Unspecified diabetes mellitus, with other specified complications",E14.6,19,20254465,Unreliable
,Indiana,18,"Unspecified diabetes mellitus, with multiple complications",E14.7,129,20254465,0.6
,Indiana,18,"Unspecified diabetes mellitus, without complications",E14.9,2948,20254465,14.6
,Indiana,18,"Hypoglycaemia, unspecified",E16.2,47,20254465,0.2
,Indiana,18,Primary adrenocortical insufficiency,E27.1,13,20254465,Unreliable
,Indiana,18,Other and unspecified adrenocortical insufficiency,E27.4,11,20254465,Unreliable
,Indiana,18,Unspecified severe protein-energy malnutrition,E43,130,20254465,0.6
,Indiana,18,Moderate protein-energy malnutrition,E44.0,10,20254465,Unreliable
,Indiana,18,Retarded development following protein-energy malnutrition,E45,18,20254465,Unreliable
,Indiana,18,Unspecified protein-energy malnutrition,E46,258,20254465,1.3
,Indiana,18,"Nutritional deficiency, unspecified",E63.9,13,20254465,Unreliable
,Indiana,18,Extreme obesity with alveolar hypoventilation,E66.2,21,20254465,0.1
,Indiana,18,Other obesity,E66.8,403,20254465,2
,Indiana,18,"Obesity, unspecified",E66.9,250,20254465,1.2
,Indiana,18,Pure hypercholesterolaemia,E78.0,165,20254465,0.8
,Indiana,18,"Hyperlipidaemia, unspecified",E78.5,586,20254465,2.9
,Indiana,18,Disorders of iron metabolism,E83.1,10,20254465,Unreliable
,Indiana,18,Disorders of calcium metabolism,E83.5,32,20254465,0.2
,Indiana,18,Cystic fibrosis with pulmonary manifestations,E84.0,14,20254465,Unreliable
,Indiana,18,Cystic fibrosis with other manifestations,E84.8,16,20254465,Unreliable
,Indiana,18,Organ-limited amyloidosis,E85.4,46,20254465,0.2
,Indiana,18,"Amyloidosis, unspecified",E85.9,32,20254465,0.2
,Indiana,18,Volume depletion,E86,217,20254465,1.1
,Indiana,18,Hyperosmolality and hypernatraemia,E87.0,85,20254465,0.4
,Indiana,18,Hypo-osmolality and hyponatraemia,E87.1,59,20254465,0.3
,Indiana,18,Acidosis,E87.2,252,20254465,1.2
,Indiana,18,Hyperkalaemia,E87.5,106,20254465,0.5
,Indiana,18,Hypokalaemia,E87.6,25,20254465,0.1
,Indiana,18,Fluid overload,E87.7,34,20254465,0.2
,Indiana,18,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,18,20254465,Unreliable
,Indiana,18,"Disorders of plasma-protein metabolism, not elsewhere classified",E88.0,20,20254465,0.1
,Indiana,18,"Metabolic disorder, unspecified",E88.9,179,20254465,0.9
,Indiana,18,Multi-infarct dementia,F01.1,71,20254465,0.4
,Indiana,18,"Vascular dementia, unspecified",F01.9,623,20254465,3.1
,Indiana,18,Unspecified dementia,F03,11376,20254465,56.2
,Indiana,18,Delirium superimposed on dementia,F05.1,38,20254465,0.2
,Indiana,18,"Delirium, unspecified",F05.9,37,20254465,0.2
,Indiana,18,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,68,20254465,0.3
,Indiana,18,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,233,20254465,1.2
,Indiana,18,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,507,20254465,2.5
,Indiana,18,"Mental and behavioural disorders due to use of alcohol, withdrawal state",F10.3,16,20254465,Unreliable
,Indiana,18,"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder",F10.7,15,20254465,Unreliable
,Indiana,18,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",F10.9,20,20254465,0.1
,Indiana,18,"Mental and behavioural disorders due to use of opioids, harmful use",F11.1,32,20254465,0.2
,Indiana,18,"Mental and behavioural disorders due to use of cocaine, harmful use",F14.1,18,20254465,Unreliable
,Indiana,18,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,20,20254465,0.1
,Indiana,18,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,170,20254465,0.8
,Indiana,18,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state",F19.3,10,20254465,Unreliable
,Indiana,18,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",F19.9,10,20254465,Unreliable
,Indiana,18,"Schizophrenia, unspecified",F20.9,28,20254465,0.1
,Indiana,18,Severe depressive episode without psychotic symptoms,F32.2,10,20254465,Unreliable
,Indiana,18,"Depressive episode, unspecified",F32.9,29,20254465,0.1
,Indiana,18,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,F54,25,20254465,0.1
,Indiana,18,Unspecified mental retardation,F79,33,20254465,0.2
,Indiana,18,"Mental disorder, not otherwise specified",F99,11,20254465,Unreliable
,Indiana,18,"Bacterial meningitis, unspecified",G00.9,10,20254465,Unreliable
,Indiana,18,"Meningitis, unspecified",G03.9,20,20254465,0.1
,Indiana,18,"Encephalitis, myelitis and encephalomyelitis, unspecified",G04.9,21,20254465,0.1
,Indiana,18,Intracranial abscess and granuloma,G06.0,11,20254465,Unreliable
,Indiana,18,Huntington disease,G10,137,20254465,0.7
,Indiana,18,"Hereditary ataxia, unspecified",G11.9,12,20254465,Unreliable
,Indiana,18,Motor neuron disease,G12.2,630,20254465,3.1
,Indiana,18,Postpolio syndrome,G14,11,20254465,Unreliable
,Indiana,18,Parkinson disease,G20,2072,20254465,10.2
,Indiana,18,"Secondary parkinsonism, unspecified",G21.9,15,20254465,Unreliable
,Indiana,18,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],G23.1,21,20254465,0.1
,Indiana,18,"Degenerative disease of basal ganglia, unspecified",G23.9,14,20254465,Unreliable
,Indiana,18,Alzheimer disease with late onset,G30.1,106,20254465,0.5
,Indiana,18,"Alzheimer disease, unspecified",G30.9,7694,20254465,38
,Indiana,18,Circumscribed brain atrophy,G31.0,46,20254465,0.2
,Indiana,18,"Senile degeneration of brain, not elsewhere classified",G31.1,321,20254465,1.6
